label,index,x01,y01,z01,x02,y02,z02,x03,y03,z03,x04,y04,z04,x05,y05,z05,x06,y06,z06,x07,y07,z07,x08,y08,z08,x09,y09,z09,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
1,11,0.34252,0.11394,0.17377,0.53403,0.24715,0.38715,0.66497,0.34127,0.5999,0.77033,0.50165,0.8122,0.25155,0.8687,0.47766,0.34579,1.22165,0.79935,0.44139,1.507,1.00684,0.47614,1.7447,1.13748,0.00038,0.81617,0.53743,0.34064,0.79464,0.88718,0.56494,0.51596,0.95461,0.61294,0.35026,0.94485,-0.15694,0.59302,0.6061,0.23206,0.47423,0.93205,0.46625,0.2225,0.87095,0.4673,0.10347,0.76209,-0.25176,0.32956,0.68675,0.11098,0.23804,0.9069,0.30394,0.08977,0.84134,0.31329,0.01502,0.74397
1,12,0.30911,0.14341,0.11539,0.54804,0.42797,0.20873,0.59511,0.68423,0.31095,0.40392,0.8183,0.41763,0.28657,0.98082,0.19638,0.29269,1.46131,0.35884,0.28136,1.74,0.45577,0.24929,1.97344,0.52304,0.02621,0.92695,0.24631,0.11147,1.12307,0.51365,0.21693,0.77651,0.57793,0.24117,0.52628,0.56672,-0.21434,0.80108,0.30369,-0.10469,0.92389,0.55266,0.04114,0.61108,0.50939,0.08233,0.40543,0.42075,-0.44681,0.63524,0.36994,-0.3471,0.74272,0.52676,-0.18684,0.54488,0.47644,-0.11147,0.39883,0.40225
1,13,0.31455,-0.01896,0.3435,0.5263,0.03694,0.61553,0.37727,-0.01645,0.859,0.09752,-0.04534,1.11313,0.37085,0.78877,0.56576,0.42945,1.39245,0.87153,0.4409,1.77008,1.04262,0.44384,2.06357,1.14467,0.00668,0.7954,0.53905,-0.11023,0.76563,0.97082,-0.05646,0.36301,1.06259,0.05496,0.11239,1.02914,-0.30229,0.69286,0.53355,-0.43385,0.40213,0.903,-0.2864,0.04122,0.84517,-0.131,-0.12728,0.71383,-0.52537,0.54928,0.55481,-0.65051,0.31648,0.79672,-0.52911,0.02479,0.72533,-0.38726,-0.09223,0.60036
1,14,-0.25562,0.09401,0.12567,-0.48705,0.31883,0.23371,-0.46593,0.55372,0.35223,-0.30667,0.70489,0.46586,-0.49011,0.8976,0.16143,-0.60496,1.3378,0.34053,-0.6514,1.62621,0.44892,-0.67522,1.8721,0.52685,-0.23855,0.91225,0.20356,-0.31104,0.96185,0.44667,-0.30488,0.67331,0.47544,-0.26849,0.58549,0.44886,0.00261,0.85933,0.26781,-0.08191,0.83857,0.46796,-0.10337,0.58263,0.37344,-0.07458,0.54714,0.27216,0.23048,0.75586,0.35181,0.12906,0.73908,0.4558,0.09034,0.53737,0.36941,0.11864,0.51417,0.28131
1,15,0.33019,0.17754,0.00494,0.54099,0.44471,0.06955,0.68604,0.63577,0.16112,0.66424,0.78309,0.24314,0.26121,0.97767,0.06557,0.3278,1.33739,0.17937,0.40236,1.58309,0.24993,0.4325,1.79111,0.30614,0.10054,0.96766,0.15987,0.52213,1.02699,0.32658,0.5446,0.77158,0.34682,0.42857,0.69489,0.33024,0.01485,0.86997,0.25933,0.43979,0.81618,0.41105,0.43305,0.60051,0.35476,0.31428,0.57824,0.29327,-0.0056,0.71379,0.36457,0.36287,0.63018,0.44576,0.34773,0.47389,0.38863,0.22425,0.4569,0.33704
1,16,0.38787,0.16974,0.05326,0.56221,0.41212,0.16584,0.68804,0.57831,0.3001,0.77163,0.68944,0.43011,0.19616,0.98046,0.22044,0.30891,1.43386,0.41557,0.34889,1.742,0.53433,0.34217,2.01793,0.62338,0.026,0.92419,0.313,0.59163,0.97139,0.56564,0.60925,0.70932,0.60943,0.47589,0.62107,0.60718,-0.04655,0.77462,0.40947,0.54272,0.69995,0.61597,0.50628,0.47006,0.55065,0.36311,0.43183,0.48132,-0.03012,0.57811,0.51793,0.40952,0.52941,0.63465,0.41445,0.35811,0.57082,0.31249,0.30954,0.50787
1,17,0.09145,0.27867,0.22006,0.06128,0.64798,0.27598,-0.22169,0.84547,0.29802,-0.47657,0.91528,0.29115,-0.06185,1.04158,0.1343,-0.15461,1.44833,0.26671,-0.21062,1.66822,0.35031,-0.2761,1.88634,0.41298,-0.28022,0.89953,0.10474,-0.46898,1.06762,0.27355,-0.31041,0.79475,0.30423,-0.21116,0.7208,0.29038,-0.44124,0.72841,0.10668,-0.59885,0.8166,0.3061,-0.38216,0.57615,0.27821,-0.27185,0.54341,0.21369,-0.55786,0.53076,0.12938,-0.66621,0.6117,0.2657,-0.49602,0.45988,0.22877,-0.4096,0.40812,0.17187
1,18,0.23332,0.28581,0.12518,0.32265,0.57235,0.16559,0.16409,0.7973,0.19427,-0.09482,0.86424,0.2181,0.1796,1.02421,0.10525,0.19492,1.46121,0.23521,0.20144,1.69931,0.35147,0.17342,1.92269,0.43697,-0.05454,0.94693,0.10991,-0.12851,1.19629,0.27594,-0.06191,0.85907,0.33929,-0.01304,0.65003,0.35279,-0.26061,0.84721,0.13105,-0.3755,1.09641,0.28382,-0.24042,0.79474,0.26108,-0.13953,0.58188,0.21031,-0.42298,0.67708,0.16393,-0.53146,0.91235,0.25514,-0.41127,0.75556,0.20039,-0.31473,0.59532,0.13671
1,19,0.17111,0.26686,0.10488,0.26504,0.53294,0.21355,0.298,0.71881,0.33637,0.20014,0.79843,0.45121,-0.15678,0.9802,0.21839,-0.20018,1.40267,0.38797,-0.22872,1.67523,0.48829,-0.27037,1.89713,0.55403,-0.36787,0.8678,0.28118,-0.28855,1.14129,0.51637,-0.04016,1.04479,0.58071,0.12257,0.88511,0.5801,-0.49204,0.69461,0.35131,-0.22398,0.82072,0.56231,0.02249,0.68454,0.54348,0.14591,0.54726,0.4809,-0.53331,0.48883,0.43553,-0.24739,0.56762,0.55896,-0.04154,0.50543,0.53472,0.07179,0.4284,0.48593
1,20,0.2465,0.06967,0.31213,0.33289,0.20844,0.54987,0.28853,0.30456,0.7674,0.13545,0.45125,0.97849,0.02447,0.91435,0.4766,-0.21049,1.43429,0.78257,-0.36586,1.77352,0.94733,-0.51795,2.02614,1.05257,-0.30586,0.78162,0.48344,-0.40939,0.89406,0.91633,-0.19909,0.48204,0.99844,-0.01892,0.19881,0.95828,-0.53647,0.55186,0.51955,-0.52575,0.41619,0.93882,-0.24977,0.05601,0.88843,-0.05535,-0.11682,0.75112,-0.68696,0.2865,0.57939,-0.6501,0.1608,0.87618,-0.40763,-0.10868,0.83489,-0.23246,-0.2053,0.73366
1,21,0.21058,0.12586,0.16549,0.35267,0.33649,0.2779,0.26855,0.45444,0.38746,0.10824,0.52237,0.49681,0.23387,0.93903,0.22328,0.23382,1.33603,0.37949,0.22,1.59791,0.48677,0.20888,1.8085,0.55635,-0.03767,0.98085,0.2242,-0.04346,0.71905,0.47294,-0.01884,0.39882,0.55395,0.04009,0.18225,0.55659,-0.25687,0.88953,0.23659,-0.24601,0.59621,0.45359,-0.15726,0.34632,0.43652,-0.06183,0.17383,0.36997,-0.43052,0.75216,0.26656,-0.44441,0.57559,0.41585,-0.3486,0.37016,0.38365,-0.24325,0.22767,0.30752
1,22,0.42982,0.16032,0.43264,0.64371,0.50689,0.41664,0.76878,0.80751,0.23808,0.69545,1.01643,-0.00188,0.08982,0.97899,0.41744,0.18278,1.4803,0.46837,0.22512,1.80227,0.50689,0.22928,2.07106,0.51716,0.03224,0.92661,0.09421,0.4449,1.22974,0.12405,0.53241,0.96464,0.10514,0.41773,0.75153,0.05823,0.02944,0.89297,-0.20463,0.40996,1.16687,-0.11475,0.4891,0.88939,-0.04031,0.39018,0.75964,-0.03626,0.02032,0.90253,-0.48618,0.31805,1.01793,-0.38664,0.40167,0.85307,-0.29753,0.33443,0.73195,-0.26668
1,23,-0.21498,0.42958,0.0294,-0.16644,0.92204,0.0143,0.01786,1.2706,-0.03683,0.14305,1.41823,-0.08989,0.09856,0.98353,0.20008,0.11119,1.556,0.21925,0.08578,1.84982,0.19423,0.0934,2.07938,0.17663,0.37496,0.90643,0.14443,0.35502,1.46761,0.14317,0.19376,1.40372,0.05949,0.10818,1.26536,-0.00778,0.57614,0.80471,0.07124,0.43673,1.21863,0.04593,0.29136,1.13328,-0.01484,0.22928,0.99895,-0.05325,0.71808,0.70883,-0.0043,0.59253,1.02195,-0.04145,0.46548,0.9882,-0.08329,0.4049,0.89808,-0.11305
1,24,0.22398,0.21794,0.16133,0.34872,0.52821,0.25944,0.22416,0.76465,0.3599,-0.00327,0.88154,0.46032,0.22245,1.02028,0.12908,0.26006,1.4693,0.27933,0.27299,1.74836,0.37511,0.27422,1.97723,0.43352,-0.00026,0.93777,0.13759,0.03035,1.13872,0.40164,0.06919,0.84989,0.48672,0.09751,0.63301,0.47359,-0.19937,0.81588,0.16141,-0.16407,0.92421,0.42461,-0.0629,0.64309,0.40328,-0.00016,0.45146,0.30782,-0.38274,0.66132,0.19556,-0.33513,0.79126,0.37388,-0.20554,0.59852,0.32643,-0.12137,0.4439,0.23148
1,25,0.3646,0.19435,0.17215,0.55386,0.5853,0.22934,0.39289,0.93877,0.28562,0.10462,1.08336,0.33557,0.43589,0.95311,0.02366,0.43774,1.43675,0.12256,0.43064,1.73254,0.19854,0.41852,1.97352,0.2565,0.19713,0.93089,0.01692,0.2393,1.14186,0.27034,0.25065,0.83198,0.36759,0.21316,0.57915,0.36044,-0.02919,0.88351,0.0321,-0.01217,1.08667,0.29973,0.05173,0.76457,0.30375,0.03444,0.5041,0.21999,-0.26441,0.82145,0.05952,-0.18818,1.0455,0.24098,-0.12742,0.83243,0.21483,-0.14282,0.63008,0.1418
1,26,-0.36348,0.2703,0.00777,-0.52398,0.71938,0.04167,-0.51494,1.1312,0.04938,-0.37642,1.35943,0.06422,-0.25407,0.94546,0.31769,-0.29263,1.55112,0.4338,-0.30882,1.92266,0.50617,-0.31585,2.20239,0.5565,0.06411,0.91741,0.3108,0.05485,1.26914,0.366,-0.02584,1.09504,0.28739,-0.0754,0.88176,0.22737,0.33549,0.79351,0.28292,0.26422,1.06311,0.30757,0.18969,0.94312,0.19188,0.16238,0.76346,0.11347,0.55309,0.65158,0.24814,0.47677,0.92092,0.24248,0.38946,0.82237,0.13412,0.37252,0.67301,0.04942
1,27,-0.30225,0.27023,0.11752,-0.48535,0.60723,0.19722,-0.41419,0.92489,0.29183,-0.21428,1.08113,0.37769,-0.32204,0.99491,0.05019,-0.40524,1.45722,0.198,-0.44945,1.74533,0.28483,-0.46921,1.98441,0.34249,-0.08,0.94608,0.08278,-0.10806,1.19797,0.3598,-0.17053,0.89357,0.41815,-0.19337,0.63548,0.37565,0.1502,0.85339,0.13858,0.07896,0.9974,0.38887,-0.00676,0.7079,0.34058,-0.02243,0.49382,0.22219,0.38435,0.72355,0.20687,0.3084,0.9044,0.33755,0.23943,0.75024,0.28129,0.23629,0.61252,0.19222
1,28,0.29801,0.26294,0.17099,0.49995,0.59048,0.25596,0.37535,0.89444,0.33788,0.11946,1.01863,0.42255,0.27838,0.99796,0.11762,0.29679,1.42587,0.25015,0.2641,1.67781,0.3324,0.21822,1.90609,0.39377,0.01483,0.94907,0.12424,-0.04461,1.23287,0.38158,0.02655,0.91972,0.45754,0.08585,0.67196,0.44378,-0.22793,0.83026,0.14725,-0.27446,1.06709,0.41718,-0.14245,0.7587,0.38556,-0.05986,0.51843,0.28609,-0.47562,0.66211,0.18148,-0.48695,0.86985,0.38089,-0.33886,0.68284,0.34735,-0.25202,0.50998,0.26809
1,29,-0.45794,0.07861,-0.00569,-0.80303,0.33865,0.00548,-0.87519,0.68679,-0.00051,-0.69511,0.84262,-0.01125,-0.56668,0.8155,0.20306,-0.77995,1.35974,0.26533,-0.88761,1.64046,0.26993,-0.95971,1.85304,0.26711,-0.29003,0.92483,0.18317,-0.46066,1.36851,0.17873,-0.4835,1.20745,0.06254,-0.45264,1.02597,-0.02421,-0.02494,0.9504,0.15143,-0.18722,1.27386,0.13909,-0.21874,1.13046,0.0446,-0.18197,0.97825,-0.02146,0.20238,0.9326,0.11336,0.08058,1.22189,0.07421,0.02745,1.1046,-0.00629,0.04701,0.95442,-0.06651
1,30,-0.28016,0.16813,0.15352,-0.48316,0.59753,0.23078,-0.41141,0.99684,0.3094,-0.18375,1.22922,0.38596,-0.3522,0.98251,0.14361,-0.37672,1.50763,0.35139,-0.36297,1.84168,0.48945,-0.34836,2.1329,0.58392,-0.08595,0.92698,0.17047,-0.09071,1.17383,0.52117,-0.10856,0.75879,0.60013,-0.11115,0.48594,0.56074,0.17047,0.82493,0.2173,0.15731,1.03839,0.53815,0.08887,0.61256,0.4595,0.06095,0.36132,0.30942,0.40962,0.67885,0.27646,0.38177,0.83786,0.49396,0.29091,0.53758,0.42435,0.25222,0.36038,0.30689
2,1,0.27774,-0.03708,0.26028,0.41248,0.15765,0.4059,0.18375,0.41665,0.53579,-0.04653,0.64194,0.65971,0.71553,0.64904,0.25588,1.10233,0.92636,0.4637,1.33786,1.11301,0.5904,1.54002,1.27353,0.65874,0.48799,0.83436,0.25883,0.75076,1.29373,0.47007,0.90485,1.591,0.58379,1.03987,1.84751,0.62196,0.2258,0.85169,0.28779,0.16173,1.08218,0.60465,0.05788,0.75571,0.6552,0.01387,0.51289,0.58767,-0.0409,0.75866,0.33033,-0.16747,0.82817,0.59198,-0.1956,0.58464,0.59407,-0.17287,0.38689,0.5214
2,2,-0.27494,0.13108,0.14221,-0.38254,0.41634,0.23386,-0.22166,0.66315,0.33055,-0.05836,0.82165,0.41628,-0.27391,0.96421,0.15118,-0.38185,1.4129,0.29785,-0.42616,1.69799,0.39166,-0.47123,1.937,0.45007,-0.01217,0.96836,0.18682,0.11311,1.47079,0.32289,0.18618,1.77328,0.40266,0.23678,2.02353,0.43803,0.19007,0.84861,0.23845,0.23646,1.1472,0.4227,0.14277,0.923,0.41293,0.08527,0.72864,0.34682,0.36584,0.6489,0.30251,0.40582,0.8713,0.43919,0.28635,0.73928,0.39527,0.18052,0.58847,0.32185
2,3,0.13572,0.20276,0.24273,0.12395,0.49472,0.33674,-0.10096,0.74944,0.41599,-0.30235,0.93792,0.48049,0.2065,0.99249,0.11339,0.33513,1.35558,0.25615,0.40887,1.60323,0.35543,0.45143,1.80772,0.40872,-0.011,0.97607,0.08626,-0.09517,1.41199,0.24921,-0.16746,1.67865,0.34724,-0.2353,1.89142,0.37632,-0.18783,0.83682,0.09154,-0.31392,0.96395,0.35225,-0.23415,0.75909,0.41987,-0.16438,0.61181,0.37379,-0.31488,0.64647,0.11152,-0.39847,0.7531,0.3232,-0.31464,0.58394,0.33476,-0.22921,0.44648,0.27707
2,4,0.32332,0.34684,-0.16671,0.3992,0.69756,-0.1887,0.29093,1.00705,-0.18719,0.15266,1.18331,-0.19,0.44084,0.92488,0.08833,0.59159,1.44725,0.16463,0.63959,1.75543,0.19125,0.67404,1.98345,0.19246,0.1739,0.94148,0.16564,0.14646,1.55205,0.266,0.10743,1.90389,0.28761,0.06488,2.14408,0.28854,-0.08858,0.91798,0.19874,-0.07671,1.29307,0.18077,-0.02329,1.18941,0.05183,-0.00922,1.05287,-0.05135,-0.31542,0.85075,0.2219,-0.25628,1.09302,0.12222,-0.20673,0.98052,-0.0333,-0.18764,0.85865,-0.15972
2,5,0.36247,-0.03611,0.31562,0.51273,0.20088,0.44809,0.23813,0.40648,0.52955,-0.02985,0.52392,0.60737,0.42702,0.83903,0.44005,0.46853,1.20401,0.59813,0.49388,1.4741,0.69095,0.52702,1.74029,0.76468,0.1738,0.85938,0.3929,-0.00863,1.2577,0.61833,-0.14768,1.55608,0.72931,-0.19873,1.85292,0.78002,-0.06137,0.76096,0.36022,-0.18394,0.70747,0.62723,-0.12555,0.41661,0.68262,0.01585,0.29339,0.65773,-0.22659,0.59883,0.34844,-0.30676,0.48771,0.55764,-0.15512,0.25806,0.57592,0.03536,0.15909,0.54617
2,6,-0.24516,0.11842,0.18021,-0.34089,0.37349,0.30379,-0.19049,0.50863,0.4274,-0.01353,0.55593,0.55231,-0.15878,0.97738,0.22607,-0.21393,1.36144,0.37989,-0.22635,1.62903,0.49301,-0.23123,1.87332,0.57586,0.10465,0.94047,0.27106,0.31637,1.37364,0.44951,0.4725,1.65596,0.56952,0.59283,1.89516,0.62724,0.31072,0.77997,0.3269,0.4329,0.98845,0.57187,0.27945,0.7387,0.60041,0.15671,0.56489,0.55153,0.45234,0.54809,0.3943,0.49678,0.65249,0.60361,0.34913,0.44745,0.58183,0.22647,0.29066,0.51338
2,7,-0.16809,0.27863,0.18817,-0.09274,0.59358,0.25359,0.26461,0.69673,0.31517,0.54142,0.71633,0.36213,-0.00606,1.0036,0.06801,0.01498,1.40919,0.18481,0.03954,1.67327,0.26598,0.05181,1.89465,0.31623,0.24127,0.96189,0.06898,0.39866,1.39325,0.19786,0.48161,1.6727,0.28547,0.55499,1.91203,0.31764,0.41569,0.80606,0.1007,0.50179,1.02725,0.30414,0.3651,0.7995,0.33459,0.28464,0.6488,0.27915,0.54944,0.59628,0.1483,0.61767,0.78016,0.2959,0.50149,0.65974,0.28109,0.42817,0.56269,0.22318
2,8,0.29824,0.29801,-0.05738,0.39855,0.71218,0.05176,0.23325,1.03969,0.15891,0.02018,1.24057,0.27772,0.52718,0.77359,0.46908,0.69206,1.3628,0.67395,0.77959,1.70843,0.78459,0.8483,1.99064,0.84651,0.23158,0.73859,0.55577,0.29248,1.46377,0.7531,0.30486,1.89384,0.82247,0.29885,2.22037,0.87776,-0.07622,0.70556,0.58914,-0.03022,1.32034,0.65953,-0.01311,1.18274,0.49077,-0.01212,1.01506,0.36523,-0.3471,0.65718,0.61617,-0.25743,1.14893,0.59816,-0.21947,1.03354,0.41596,-0.21303,0.88755,0.27423
2,9,0.22447,0.19564,0.2307,0.29946,0.49894,0.30592,0.1325,0.77536,0.36817,-0.06819,0.96881,0.42075,0.35764,0.9347,0.09843,0.50215,1.29782,0.21747,0.5721,1.53153,0.31449,0.62366,1.74454,0.37486,0.13712,0.98261,0.06693,0.14649,1.40107,0.20103,0.12117,1.66976,0.31174,0.10593,1.89811,0.3721,-0.06836,0.91929,0.06495,-0.09876,1.17451,0.27636,-0.10607,0.96589,0.34609,-0.1082,0.77668,0.32715,-0.25894,0.79896,0.07971,-0.35676,1.05128,0.23394,-0.33933,0.97507,0.24696,-0.29979,0.85627,0.21598
2,10,-0.19037,0.2415,0.19739,-0.21918,0.52164,0.28337,0.01205,0.78326,0.36454,0.21372,0.98064,0.43282,-0.29199,0.97259,0.07075,-0.36769,1.34156,0.194,-0.40004,1.58055,0.29731,-0.41977,1.78885,0.36943,-0.03994,0.97868,0.071,0.02849,1.40697,0.19687,0.09308,1.66605,0.29704,0.15618,1.89229,0.34854,0.16904,0.8545,0.10144,0.22757,1.04507,0.30452,0.13587,0.78659,0.33584,0.08408,0.61427,0.29462,0.3302,0.66073,0.14811,0.3591,0.81975,0.31757,0.24824,0.62828,0.30769,0.16714,0.48738,0.25643
2,11,0.30618,-0.00297,0.21657,0.52816,0.08481,0.3389,0.4522,0.31662,0.45145,0.24778,0.50579,0.55523,0.77063,0.66298,0.19596,1.10817,0.94897,0.36653,1.29773,1.11872,0.49405,1.4352,1.30904,0.57482,0.52664,0.78772,0.1812,0.66205,1.19007,0.38735,0.67571,1.47416,0.53273,0.68917,1.72774,0.61335,0.29164,0.79156,0.18173,0.307,0.96933,0.44194,0.22283,0.66673,0.49182,0.18403,0.43359,0.44933,0.05539,0.73274,0.19404,0.08219,0.84612,0.38293,0.05199,0.63287,0.36904,0.06529,0.44074,0.30562
2,12,0.17748,0.2486,0.16821,0.19251,0.52002,0.25985,-0.02761,0.55637,0.35853,-0.27247,0.53845,0.45025,-0.17793,0.98594,0.12714,-0.18743,1.35854,0.2748,-0.18934,1.58763,0.37448,-0.21221,1.79069,0.43801,-0.41814,0.88362,0.15707,-0.65577,1.22653,0.32956,-0.82902,1.44157,0.44067,-0.9915,1.61462,0.49655,-0.54192,0.68044,0.20688,-0.72397,0.78983,0.44942,-0.50108,0.62578,0.50264,-0.32693,0.50111,0.46891,-0.59111,0.41548,0.26836,-0.66283,0.47013,0.45513,-0.47593,0.38745,0.46359,-0.30014,0.32282,0.42293
2,13,0.04474,0.21614,0.32319,-0.16806,0.41502,0.45803,-0.52015,0.40529,0.55526,-0.83753,0.38981,0.63329,-0.4098,0.87671,0.28667,-0.48192,1.34212,0.5022,-0.56386,1.63648,0.64597,-0.65738,1.87838,0.73305,-0.65606,0.69929,0.24904,-1.09831,0.98239,0.48657,-1.44957,1.08804,0.65333,-1.7571,1.184,0.74256,-0.74936,0.45265,0.24267,-1.04091,0.46513,0.57985,-0.89699,0.2924,0.70147,-0.75643,0.16367,0.69162,-0.75475,0.21123,0.25131,-0.97007,0.22684,0.50396,-0.90573,0.17478,0.54904,-0.80903,0.1363,0.52818
